Customer_ID,Customer_Name,Customer_Segment
CUST00720,Miranda Moore,Consumer
CUST00721,Roger Jackson,Corporate
CUST00722,Paul Kennedy,Consumer
CUST00723,Crystal Murphy,Consumer
CUST00724,Sophia Harrell,Consumer
CUST00725,Alexandria Ryan,Corporate
CUST00726,Dr. Cynthia Campbell,Consumer
CUST00727,Patrick Martinez,Consumer
CUST00728,James Welch,Consumer
CUST00729,Virginia Hendrix,Home Office
CUST00730,Stacy Cervantes,Consumer
CUST00731,Jane Roberts,Unknown
CUST00732,Caroline Gomez,Home Office
CUST00733,Eric Irwin,Home Office
CUST00734,Michael Dawson,Consumer
CUST00735,Lindsey Berg,Consumer
CUST00736,Lawrence Cruz,Home Office
CUST00737,Dennis Howell,Corporate
CUST00738,Rebecca Stone,Consumer
CUST00739,Daniel Nelson,Consumer
CUST00740,Martin Payne,Consumer
CUST00741,Lindsey Miller,Consumer
CUST00742,Michael Ruiz,Home Office
CUST00743,Christopher Rice,Consumer
CUST00744,Samantha Jenkins,Consumer
CUST00745,Jillian Reyes,Home Office
CUST00746,Julia Nguyen,Consumer
CUST00747,George Ortiz,Consumer
CUST00748,Fernando Fuller,Consumer
CUST00749,Terry Erickson,Corporate
CUST00750,Kelsey James,Home Office
CUST00751,Lisa Pope,Home Office
CUST00752,Holly Sutton,Consumer
CUST00753,Kimberly Carter,Home Office
CUST00754,Marissa Norton,Consumer
CUST00755,Douglas Moore,Consumer
CUST00756,Frank Peters,Consumer
CUST00757,Philip Williams,Corporate
CUST00758,Lisa Fitzgerald,Home Office
CUST00759,Bradley Carpenter,Home Office
CUST00760,David Armstrong,Corporate
CUST00761,Amy Kirk,Corporate
CUST00762,Karen Fitzgerald,Corporate
CUST00763,Curtis Byrd,Consumer
CUST00764,Corey Holt,Unknown
CUST00765,Gerald Hicks,Consumer
CUST00766,Elizabeth Hamilton,Home Office
CUST00767,Bethany Lewis,Consumer
CUST00768,Kelsey Nichols,Consumer
CUST00769,Phillip Taylor,Corporate
CUST00770,Jacqueline Maldonado,Consumer
CUST00771,Anthony Compton,Consumer
CUST00772,Jennifer Armstrong,Consumer
CUST00773,Kevin Smith,Consumer
CUST00774,Mark Hernandez,Corporate
CUST00775,Dawn Glass,Consumer
CUST00776,William Kim,Home Office
CUST00777,Stacey Hernandez,Consumer
CUST00778,Carmen Valdez,Consumer
CUST00779,Kathy Butler,Corporate
CUST00780,Matthew Bush,Corporate
CUST00781,Robert Guerra,Consumer
CUST00782,Megan Ortiz,Corporate
CUST00783,Pamela Martinez,Corporate
CUST00784,Alyssa Richardson,Home Office
CUST00785,Anita Palmer,Corporate
CUST00786,Shannon Moore,Home Office
CUST00787,Samuel Flores,Consumer
CUST00788,Kendra Carrillo,Unknown
CUST00789,David Martinez,Consumer
CUST00790,Joshua Farmer,Consumer
CUST00791,Tyler Anderson,Consumer
CUST00792,Jacob Miles,Consumer
CUST00793,Samuel Anderson,Corporate
CUST00794,Michael Edwards,Consumer
CUST00795,Dennis Richards,Corporate
CUST00796,Joe Maldonado,Consumer
CUST00797,Christian Smith,Unknown
CUST00798,Pamela Thompson,Consumer
CUST00799,Nicholas Stone,Home Office
CUST00800,Jennifer Ross,Unknown
CUST00801,Tony Johnson,Consumer
CUST00802,April Lopez,Consumer
CUST00803,Kelly Davis,Consumer
CUST00804,Kayla Newton,Consumer
CUST00805,Larry Burgess,Consumer
CUST00806,Audrey Perry,Consumer
CUST00807,Deanna Jensen,Consumer
CUST00808,Richard Erickson,Consumer
CUST00809,Julie Smith,Consumer
CUST00810,Phillip Marks,Consumer
CUST00811,Shawn Finley,Corporate
CUST00812,Veronica Berger,Home Office
CUST00813,Jesse Sexton,Home Office
CUST00814,Tonya Sanchez,Consumer
CUST00815,Jonathan Tucker,Corporate
CUST00816,Miss Leah Moore,Unknown
CUST00817,Ronald Roberts,Home Office
CUST00818,Dr. Heidi Tucker,Consumer
CUST00819,Kathleen Romero,Consumer
CUST00820,Nicole Silva,Home Office
CUST00821,Wyatt Gregory,Unknown
CUST00822,Rachel Campos,Unknown
CUST00823,Cheryl Payne,Consumer
CUST00824,Anne Schultz,Consumer
CUST00825,Aaron Griffith,Consumer
CUST00826,Robert Oneal,Home Office
CUST00827,Bradley Ross,Corporate
CUST00828,Nancy Lozano,Consumer
CUST00829,Seth Cummings,Consumer
CUST00830,Nathan Brown,Consumer
CUST00831,Jessica Johnson,Home Office
CUST00832,Patrick Lin,Consumer
CUST00833,Jaime Rice,Consumer
CUST00834,Michael Garcia,Consumer
CUST00835,Melanie Charles,Corporate
CUST00836,Lori Marshall,Home Office
CUST00837,Amber Boyer,Consumer
CUST00838,Nathan Gomez,Consumer
CUST00839,Joel Adams,Consumer
CUST00840,Christopher Steele,Corporate
CUST00841,John Ross,Consumer
CUST00842,Mary Garcia,Consumer
CUST00843,Peter Bennett,Consumer
CUST00844,Bradley Williams,Consumer
CUST00845,April Maldonado,Consumer
CUST00846,Colton Owens,Corporate
CUST00847,Brent Jones,Consumer
CUST00848,Jessica Mccormick,Home Office
CUST00849,Roy Hamilton,Consumer
CUST00850,James Vang,Home Office
CUST00851,Mrs. Raven Fisher,Consumer
CUST00852,Kenneth Marshall,Consumer
CUST00853,Jessica Hayes,Unknown
CUST00854,Mikayla White,Consumer
CUST00855,David Brown,Consumer
CUST00856,Bethany Johnson,Consumer
CUST00857,Jessica Harmon,Consumer
CUST00858,Mary King,Corporate
CUST00859,Jose Vasquez,Consumer
CUST00860,Rebecca Martinez,Consumer
CUST00861,Donald Briggs,Consumer
CUST00862,Jerry Gallegos,Corporate
CUST00863,Yolanda Schmitt,Consumer
CUST00864,Daniel Salas,Consumer
CUST00865,Mark Hayes,Consumer
CUST00866,Tiffany Price,Consumer
CUST00867,Michael Bell,Consumer
CUST00868,Amanda Hicks,Corporate
CUST00869,Lucas Cook,Consumer
CUST00870,Crystal Riley,Consumer
CUST00871,Gary Ellis,Consumer
CUST00872,Devin Chang,Corporate
CUST00873,Michelle Rivera,Consumer
CUST00874,Jennifer Tapia,Consumer
CUST00875,Michael Duke,Consumer
CUST00876,Erica Perez,Consumer
CUST00877,Casey Mitchell,Corporate
CUST00878,Paul Gillespie,Home Office
CUST00879,Michael Bush,Consumer
CUST00880,Sean Watson,Corporate
CUST00881,Stephanie Smith,Consumer
CUST00882,Karen Obrien,Consumer
CUST00883,Sean Gonzalez,Consumer
CUST00884,Karen Kim,Consumer
CUST00885,Brandon Miller,Home Office
CUST00886,Raven Miller,Consumer
CUST00887,Madison Graves,Home Office
CUST00888,Richard Davis,Consumer
CUST00889,Brittany Gibson,Consumer
CUST00890,Alison Mccarthy,Consumer
CUST00891,Garrett Thomas,Consumer
CUST00892,Alan Johnson Jr.,Consumer
CUST00893,Michael Swanson,Corporate
CUST00894,Vincent Gutierrez,Corporate
CUST00895,Stephanie Sherman,Unknown
CUST00896,Jessica Wong,Consumer
CUST00897,Paul Short,Corporate
CUST00898,Jessica Estrada,Consumer
CUST00899,Richard Thomas,Unknown
CUST00900,Kristina Morgan,Consumer
CUST00901,Tiffany Wolfe,Consumer
CUST00902,Paul Sexton,Consumer
CUST00903,Martin Galvan,Corporate
CUST00904,Danielle Dominguez,Consumer
CUST00905,Douglas Higgins,Corporate
CUST00906,Carlos Cooper,Home Office
CUST00907,Bryan Howell,Consumer
CUST00908,Sean Jackson,Consumer
CUST00909,Chelsea Edwards,Home Office
CUST00910,Jesse Gallegos,Consumer
CUST00911,Sydney Hall,Consumer
CUST00912,Dorothy Fox,Consumer
CUST00913,David Bell,Consumer
CUST00914,Michelle Johnson,Corporate
CUST00915,Lance Lopez,Consumer
CUST00916,Madeline Holloway,Consumer
CUST00917,Christopher Smith,Home Office
CUST00918,Victoria Foster,Consumer
CUST00919,Victoria Griffin,Corporate
CUST00920,Rachel Keller,Consumer
CUST00921,Frank Ali,Consumer
CUST00922,James Ellis,Home Office
CUST00923,Patrick Ward,Consumer
CUST00924,Catherine Bradley,Home Office
CUST00925,John Haynes,Consumer
CUST00926,Cameron Whitaker,Consumer
CUST00927,Michael Duran,Home Office
CUST00928,Jacob Chan,Consumer
CUST00929,Evelyn Erickson,Consumer
CUST00930,Monica Moore,Home Office
CUST00931,Gary Fields,Home Office
CUST00932,Jessica Bell,Consumer
CUST00933,Timothy King,Consumer
CUST00934,Michael Mitchell,Corporate
CUST00935,Jeffrey Jones,Consumer
CUST00936,Cody Floyd,Consumer
CUST00937,Jose Graham PhD,Consumer
CUST00938,Melissa Davies,Home Office
CUST00939,Brenda Johnson,Corporate
CUST00940,Diana Stafford,Home Office
CUST00941,Sara Orozco,Consumer
CUST00942,Tiffany Flores,Home Office
CUST00943,Sharon Schneider,Home Office
CUST00944,Daniel Thomas,Consumer
CUST00945,Gary Neal,Consumer
CUST00946,Pamela Hernandez,Unknown
CUST00947,Melanie Barr,Home Office
CUST00948,Brandon Watkins,Home Office
CUST00949,Shannon Mayer,Home Office
CUST00950,Thomas Graham,Consumer
CUST00951,Jerry Sanchez,Home Office
CUST00952,Nathaniel Moore,Consumer
CUST00953,Jimmy Miller,Corporate
CUST00954,Mary Mcneil,Home Office
CUST00955,Mr. Dillon Gross,Home Office
CUST00956,Brian Ray,Home Office
CUST00957,Aaron Tyler,Consumer
CUST00958,Kenneth Rivera,Home Office
CUST00959,Charles Doyle,Corporate
CUST00960,Matthew Anderson,Corporate
CUST00961,Peter Cox,Consumer
CUST00962,Kristin Beard,Consumer
CUST00963,Johnathan Lindsey,Consumer
CUST00964,Donald Rowe,Consumer
CUST00965,Mrs. Rebecca Williamson,Corporate
CUST00966,Angie Williamson,Unknown
CUST00967,Brittany Thompson,Consumer
CUST00968,Justin Blevins,Home Office
CUST00969,David Ramirez,Home Office
CUST00970,Michael Watson,Corporate
CUST00971,Richard Lane,Corporate
CUST00972,Susan Griffin,Corporate
CUST00973,Laura Newman,Consumer
CUST00974,Jennifer Johnson,Corporate
CUST00975,Billy Martin,Consumer
CUST00976,Elizabeth Mason,Consumer
CUST00977,Chase Coleman,Consumer
CUST00978,John Gay,Home Office
CUST00979,Stefanie Lewis,Consumer
CUST00980,Jason White,Home Office
CUST00981,Kenneth Frost,Consumer
CUST00982,Diana Welch,Consumer
CUST00983,Leah Martin,Unknown
CUST00984,Andrew Hess,Home Office
CUST00985,Courtney Mcguire,Home Office
CUST00986,James Collins,Home Office
CUST00987,Martin Brooks,Home Office
CUST00988,Brandon Evans,Consumer
CUST00989,Taylor Stewart,Consumer
CUST00990,Ashley Adams,Consumer
CUST00991,Emily Harris,Home Office
CUST00992,Collin Poole,Consumer
CUST00993,Christopher Harrington,Corporate
CUST00994,Tara Bender,Corporate
CUST00995,Jordan Wilson,Consumer
CUST00996,Jennifer Walton,Consumer
CUST00997,Melissa Mclaughlin,Consumer
CUST00998,Mark Foley,Corporate
CUST00999,Lawrence Farley,Corporate
CUST01000,Kyle Mcmahon,Consumer
CUST01001,Rebecca Mitchell,Consumer
CUST01002,Valerie Santos,Corporate
CUST01003,Steven Walton,Consumer
CUST01004,Lori Lopez,Corporate
CUST01005,Christopher Taylor,Consumer
CUST01006,Kristen Patrick,Corporate
CUST01007,Jeffrey Anderson,Consumer
CUST01008,Ryan Miller,Consumer
CUST01009,Dennis Lewis,Corporate
CUST01010,Latoya Holloway,Consumer
CUST01011,Anthony Carrillo DDS,Unknown
CUST01012,Heather Costa,Consumer
CUST01013,Robert Reeves,Consumer
CUST01014,Kristi Price,Corporate
CUST01015,Leslie Riley,Consumer
CUST01016,Manuel Willis,Consumer
CUST01017,Angela Johnson,Consumer
CUST01018,Stephanie Brandt,Consumer
CUST01019,Rebecca Franco,Consumer
CUST01020,Sarah Gordon,Home Office
CUST01021,Jacob Lewis,Consumer
CUST01022,Kristen Dixon,Corporate
CUST01023,Sergio Watson,Consumer
CUST01024,Alexander Koch,Home Office
CUST01025,Amy Torres,Consumer
CUST01026,Robin Wolf,Consumer
CUST01027,Alex Jennings,Consumer
CUST01028,Brianna Davidson,Corporate
CUST01029,Corey Meyer,Unknown
CUST01030,Donna Rosario,Home Office
CUST01031,Heather Strong,Home Office
CUST01032,Nicole Chandler,Consumer
CUST01033,Jose Foster,Consumer
CUST01034,Michael Mason,Corporate
CUST01035,Laura Rivera,Unknown
CUST01036,Michael Stone,Consumer
CUST01037,Mrs. Hannah Walsh,Home Office
CUST01038,Teresa Nichols,Corporate
CUST01039,Donna Vasquez,Corporate
CUST01040,Adam Garza,Consumer
CUST01041,Melissa Williams,Consumer
CUST01042,Christopher Reid,Consumer
CUST01043,Kirsten Johnson,Consumer
CUST01044,Shane Ortega,Home Office
CUST01045,Charles Wilson,Consumer
CUST01046,Elizabeth Brown,Corporate
CUST01047,Travis Reese MD,Consumer
CUST01048,James Wilkins,Consumer
CUST01049,Melanie George,Consumer
CUST01050,Alexis Mendez,Consumer
CUST01051,Jeffrey Vaughan,Home Office
CUST01052,Margaret Cameron,Consumer
CUST01053,Raymond Riley,Consumer
CUST01054,Thomas Hernandez,Home Office
CUST01055,Jason Sullivan,Consumer
CUST01056,Melissa Carter,Consumer
CUST01057,Courtney Johnson,Consumer
CUST01058,Mitchell Boyd,Consumer
CUST01059,George Mosley DDS,Home Office
CUST01060,Jesse Mcdowell,Home Office
CUST01061,Steven Howard,Consumer
CUST01062,Larry Long,Consumer
CUST01063,Carolyn Strong,Home Office
CUST01064,Jared Valdez,Corporate
CUST01065,Teresa Edwards,Corporate
CUST01066,Logan Ray,Consumer
CUST01067,Victoria Malone,Consumer
CUST01068,Deborah Smith,Consumer
CUST01069,Kenneth Smith,Corporate
CUST01070,Mrs. Mariah Graham,Consumer
CUST01071,Shawn Morris,Consumer
CUST01072,Gregory Harris,Corporate
CUST01073,Michelle Moore,Consumer
CUST01074,Scott Garcia,Home Office
CUST01075,Kimberly Brown,Consumer
CUST01076,Dominic Weeks,Corporate
CUST01077,William Trujillo,Corporate
CUST01078,Justin Miller,Unknown
CUST01079,Christopher Cabrera,Corporate
CUST01080,John Jones,Consumer
CUST01081,Allen Barry,Consumer
CUST01082,John Trujillo,Consumer
CUST01083,Evelyn Buck,Consumer
CUST01084,Dr. Jennifer Williamson DDS,Consumer
CUST01085,Steven Rodriguez,Unknown
CUST01086,Mark Morton,Unknown
CUST01087,Kenneth Pratt,Home Office
CUST01088,Gloria Thompson,Consumer
CUST01089,Renee Cunningham,Consumer
CUST01090,Samuel Hensley,Corporate
CUST01091,Dr. Joshua Patel,Corporate
CUST01092,Samantha Torres,Consumer
CUST01093,Daniel Fischer,Consumer
CUST01094,Cameron Guzman,Consumer
CUST01095,Laura Morgan,Consumer
CUST01096,Anthony Mckinney,Consumer
CUST01097,Sierra Howard,Consumer
CUST01098,Cathy Brown,Consumer
CUST01099,Paul Haney,Corporate
CUST01100,Beth Hunter,Corporate
CUST01101,Jacob Mullins,Corporate
CUST01102,Emma Vasquez,Home Office
CUST01103,Jacqueline Hunter,Consumer
CUST01104,Bridget Lee,Consumer
CUST01105,Nicole Moody,Consumer
CUST01106,Jesse Yu,Home Office
CUST01107,Jordan Smith,Consumer
CUST01108,Anthony Cruz,Corporate
CUST01109,Alexandria Potter,Consumer
CUST01110,Aaron Golden,Consumer
CUST01111,Paul Lee,Unknown
CUST01112,Kevin Cole,Home Office
CUST01113,Amanda Tapia,Home Office
CUST01114,Mark Bailey,Consumer
CUST01115,Derek Wilson,Unknown
CUST01116,Amber Shaw,Corporate
CUST01117,Joseph Friedman MD,Consumer
CUST01118,Patricia Koch,Corporate
CUST01119,Brian Benitez,Consumer
CUST01120,Jennifer Harrington,Unknown
CUST01121,Dawn Carter,Consumer
CUST01122,Donald Smith,Home Office
CUST01123,Daniel Herrera,Consumer
CUST01124,Bobby Reed,Consumer
CUST01125,James Becker,Consumer
CUST01126,Christina Chapman,Unknown
CUST01127,Anna Campbell,Consumer
CUST01128,Stacey Lee,Corporate
CUST01129,Jeff Thompson,Consumer
CUST01130,Brandon Moore,Corporate
CUST01131,Jeffrey Schultz,Corporate
CUST01132,Amber Leonard,Consumer
CUST01133,Jennifer Bartlett,Consumer
CUST01134,Anthony Brown,Consumer
CUST01135,Gabriella Clay,Consumer
CUST01136,Jared Weiss,Consumer
CUST01137,Carla Johnson,Consumer
CUST01138,Jennifer Medina,Consumer
CUST01139,Sarah Riley,Consumer
CUST01140,Troy Johnson,Consumer
CUST01141,Wesley Romero,Corporate
CUST01142,Julian Norman,Home Office
CUST01143,Victor Johnson,Unknown
CUST01144,Christian Costa,Home Office
CUST01145,Karen Hill,Consumer
CUST01146,Ralph Olson,Consumer
CUST01147,Leslie Everett,Consumer
CUST01148,Sherri Pearson,Consumer
CUST01149,Miranda Reid,Home Office
CUST01150,James Doyle,Corporate
CUST01151,Max Carson,Consumer
CUST01152,Joseph Ballard,Home Office
CUST01153,Steven Lee,Corporate
CUST01154,Danny Ellis,Consumer
CUST01155,Wendy White,Home Office
CUST01156,Kenneth Rodriguez,Corporate
CUST01157,Mike Alvarado,Corporate
CUST01158,Suzanne Blake,Consumer
CUST01159,Scott Martinez,Consumer
CUST01160,Michael Walker,Corporate
CUST01161,Victoria Ward,Consumer
CUST01162,Patrick Mcpherson,Consumer
CUST01163,Melanie Garcia,Consumer
CUST01164,James Joseph,Corporate
CUST01165,Jessica Hunter,Consumer
CUST01166,Peter Wise,Corporate
CUST01167,Mrs. Jeanne Miller,Consumer
CUST01168,Lisa Sanchez,Consumer
CUST01169,Stephanie Daniels,Consumer
CUST01170,Tammy Andrews,Consumer
CUST01171,Sheila Gonzales,Consumer
CUST01172,David Hughes,Corporate
CUST01173,Sean Hardy,Consumer
CUST01174,Kenneth Griffin,Consumer
CUST01175,Joshua Gray,Home Office
CUST01176,Kyle Kelly,Consumer
CUST01177,Keith Hall,Consumer
CUST01178,Nicole Cunningham,Consumer
CUST01179,Mark Rhodes,Home Office
CUST01180,Michael Knight,Consumer
CUST01181,Christina Nguyen,Consumer
CUST01182,Michael Miller,Consumer
CUST01183,Sarah Jones,Corporate
CUST01184,Brittney Ray,Consumer
CUST01185,Brandon Medina,Consumer
CUST01186,Ashley Small,Home Office
CUST01187,Ryan Williams,Consumer
CUST01188,Cole Jones,Home Office
CUST01189,Joshua Peterson,Corporate
CUST01190,David Ford,Consumer
CUST01191,Alexander Wright,Consumer
CUST01192,Alexander Bennett,Consumer
CUST01193,Gabriel Burton,Home Office
CUST01194,Ralph Gaines,Consumer
CUST01195,Kristina Gomez,Home Office
CUST01196,Brian Gonzales,Consumer
CUST01197,Lauren Summers,Consumer
CUST01198,Christina Fields,Consumer
CUST01199,Clifford Swanson,Corporate
CUST01200,Sarah Moore,Corporate
CUST01201,Elizabeth Lewis,Consumer
CUST01202,Michael Gomez,Corporate
CUST01203,Linda Ford,Consumer
CUST01204,Mary Wise,Consumer
CUST01205,Mark Woods,Corporate
CUST01206,Mariah Cantrell,Consumer
CUST01207,Jessica Olson,Consumer
CUST01208,David Shaw,Consumer
CUST01209,Jason Love,Consumer
CUST01210,Tiffany Schmidt,Unknown
CUST01211,Jennifer Mcguire,Consumer
CUST01212,Krista Nash,Consumer
CUST01213,Keith Washington,Consumer
CUST01214,Sean Reyes,Consumer
CUST01215,Patricia Vaughan,Consumer
CUST01216,Benjamin Ward,Consumer
CUST01217,Thomas Brown,Consumer
CUST01218,Jill Newton,Corporate
CUST01219,Amanda Hardy,Consumer
CUST01220,Ashley Conner,Corporate
CUST01221,James Johnson,Consumer
CUST01222,Jonathan Dominguez,Consumer
CUST01223,Sheila Gonzalez,Consumer
CUST01224,Jessica Paul,Consumer
CUST01225,Steven Jackson,Consumer
CUST01226,Ryan Sharp,Consumer
CUST01227,William Peterson,Corporate
CUST01228,Kayla Gates,Consumer
CUST01229,Brenda Velasquez,Consumer
CUST01230,Eric Lopez,Consumer
CUST01231,Tammy Kerr,Consumer
CUST01232,Valerie Olson,Corporate
CUST01233,Jeffrey Wall,Consumer
CUST01234,Kristina Mahoney,Unknown
CUST01235,Julie Burton,Consumer
CUST01236,Dennis Mckinney,Corporate
CUST01237,Nicole Mendez,Consumer
CUST01238,Natasha Miller,Consumer
CUST01239,Jasmine Calhoun,Corporate
CUST01240,Julie Jenkins,Consumer
CUST01241,James Jones,Corporate
CUST01242,James Holt,Corporate
CUST01243,Evan Smith,Consumer
CUST01244,Heather Armstrong,Consumer
CUST01245,Mr. Kevin Sims MD,Corporate
CUST01246,Wendy Jones,Consumer
CUST01247,Anthony Boyd,Consumer
CUST01248,Devon Smith,Corporate
CUST01249,Matthew Pena,Corporate
CUST01250,Kathleen Cochran,Consumer
CUST01251,Hailey Bailey,Corporate
CUST01252,Lauren Miller,Consumer
CUST01253,Laura Young,Consumer
CUST01254,Maria Dixon,Corporate
CUST01255,Brittany Richard,Corporate
CUST01256,Wendy Villegas,Consumer
CUST01257,Richard Johnston,Consumer
CUST01258,Kelly Marshall,Corporate
CUST01259,Kelly Hampton,Consumer
CUST01260,James Wilkins,Corporate
CUST01261,Melissa Ramirez,Corporate
CUST01262,Richard Cook,Corporate
CUST01263,Eric Hernandez,Corporate
CUST01264,Anthony Romero Jr.,Unknown
CUST01265,Gary Hood,Corporate
CUST01266,Robin Johnson,Consumer
CUST01267,Crystal Avery,Consumer
CUST01268,Greg Bradford,Consumer
CUST01269,Jacob Harper,Consumer
CUST01270,Suzanne Hinton,Consumer
CUST01271,Erin Lee,Consumer
CUST01272,Jacqueline Murphy,Home Office
CUST01273,Chad Sparks,Consumer
CUST01274,David Wall,Consumer
CUST01275,Christina Palmer,Consumer
CUST01276,Heather Oneal,Corporate
CUST01277,Melissa Branch,Consumer
CUST01278,Robert Foster,Home Office
CUST01279,Jose Ortiz,Consumer
CUST01280,Victoria Joseph,Home Office
CUST01281,Kevin Guzman,Consumer
CUST01282,Brandon Pittman,Consumer
CUST01283,Joseph Sims,Consumer
CUST01284,Donna Moore,Consumer
CUST01285,Jacob Cobb,Unknown
CUST01286,Robert Jordan,Corporate
CUST01287,Dawn Rodriguez,Consumer
CUST01288,James Duncan,Unknown
CUST01289,Bruce Harrison,Consumer
CUST01290,Seth Banks,Consumer
CUST01291,Karen Pena,Consumer
CUST01292,Eddie Kirby,Consumer
CUST01293,Gabriel Mendez,Consumer
CUST01294,Heather Castro,Corporate
CUST01295,Robert Salazar,Home Office
CUST01296,Jonathan King,Consumer
CUST01297,Katelyn Peterson,Corporate
CUST01298,Peggy Jackson,Unknown
CUST01299,Spencer Rodriguez,Consumer
CUST01300,Eric Castaneda,Consumer
CUST01301,Michael Smith,Consumer
CUST01302,Nicolas Long,Consumer
CUST01303,Cynthia Garcia,Consumer
CUST01304,Michael Sweeney,Corporate
CUST01305,Crystal Duke,Consumer
CUST01306,Jennifer Mooney,Consumer
CUST01307,Renee Robinson,Home Office
CUST01308,Susan Pratt,Consumer
CUST01309,Duane Thomas,Home Office
CUST01310,Madeline Lewis,Corporate
CUST01311,Thomas Baker,Corporate
CUST01312,Miranda Ortiz,Consumer
CUST01313,Wendy Odom,Consumer
CUST01314,Heather Harris,Consumer
CUST01315,Dakota Marshall,Consumer
CUST01316,Danielle Garcia,Consumer
CUST01317,Cathy Ford,Home Office
CUST01318,Eugene Gallagher,Corporate
CUST01319,Jared Cline,Home Office
CUST01320,Jacob Serrano,Home Office
CUST01321,Caitlin Bender,Consumer
CUST01322,Brittany Kelley,Unknown
CUST01323,Karina Larson,Home Office
CUST01324,Thomas Garcia,Corporate
CUST01325,Jeffrey Smith,Consumer
CUST01326,Matthew Smith,Unknown
CUST01327,James Valdez,Consumer
CUST01328,Sean Deleon,Home Office
CUST01329,Kenneth Charles,Consumer
CUST01330,Ashley Dunn,Corporate
CUST01331,Steven Miller,Corporate
CUST01332,Mr. William Diaz,Corporate
CUST01333,Stuart Scott,Consumer
CUST01334,Gary Smith,Corporate
CUST01335,Katherine Browning,Consumer
CUST01336,Judy Kirk,Consumer
CUST01337,Stephanie Smith,Consumer
CUST01338,Steve Nguyen,Consumer
CUST01339,Frank Pratt,Consumer
CUST01340,David Neal,Consumer
CUST01341,Nicole Salazar,Corporate
CUST01342,Aaron Ayers,Corporate
CUST01343,Patty Perkins,Home Office
CUST01344,Elizabeth Williams,Consumer
CUST01345,Raymond Brown,Corporate
CUST01346,Lisa Fischer,Consumer
CUST01347,Sarah Smith,Home Office
CUST01348,Kathleen Park,Consumer
CUST01349,Brandon Brewer,Consumer
CUST01350,Lauren Henderson,Consumer
CUST01351,Richard Mckinney,Corporate
CUST01352,John Johnson,Home Office
CUST01353,Erika Ferguson,Consumer
CUST01354,Casey Wu MD,Home Office
CUST01355,Christopher Simpson,Unknown
CUST01356,Pam May,Corporate
CUST01357,Jesse Nelson,Corporate
CUST01358,Justin Cox,Corporate
CUST01359,Kristy Delgado,Corporate
CUST01360,Jared Holt,Home Office
CUST01361,Elizabeth Goodman,Corporate
CUST01362,Charles Wade,Consumer
CUST01363,Kimberly Booker,Consumer
CUST01364,Susan Miller,Consumer
CUST01365,Joseph Lewis,Home Office
CUST01366,Michael Nelson,Consumer
CUST01367,Patrick Barron,Consumer
CUST01368,Lisa Smith,Unknown
CUST01369,Diane Castillo,Consumer
CUST01370,Timothy Reeves,Consumer
CUST01371,Vanessa Taylor,Consumer
CUST01372,Denise Roach,Corporate
CUST01373,Alexis Johns,Corporate
CUST01374,Juan Farley,Consumer
CUST01375,Carlos Lucero,Consumer
CUST01376,Timothy Glover,Corporate
CUST01377,Melinda Chase,Consumer
CUST01378,Richard Myers,Consumer
CUST01379,Daniel Williams,Corporate
CUST01380,Jessica Hansen,Corporate
CUST01381,Joseph Mitchell,Home Office
CUST01382,Katherine Davis,Corporate
CUST01383,Bryan Hebert,Consumer
CUST01384,Kristin Sutton,Consumer
CUST01385,Crystal Mclaughlin,Consumer
CUST01386,Victor Underwood,Consumer
CUST01387,Zachary Humphrey,Home Office
CUST01388,Robert Sosa,Home Office
CUST01389,Karen Gibson,Corporate
CUST01390,Jack Glover,Consumer
CUST01391,Dylan Kelly,Consumer
CUST01392,Kimberly Perez,Corporate
CUST01393,Travis Smith,Home Office
CUST01394,Andrea Barron,Unknown
CUST01395,Michael Rhodes,Corporate
CUST01396,Gregory Arellano,Home Office
CUST01397,Shirley Chavez,Consumer
CUST01398,William Wilson,Corporate
CUST01399,Lynn Thomas,Home Office
CUST01400,John Gray,Consumer
CUST01401,Erika Martin,Corporate
CUST01402,Michael Edwards,Consumer
CUST01403,Gwendolyn Yoder,Consumer
CUST01404,Emily French,Corporate
CUST01405,Christian Anderson,Home Office
CUST01406,Sharon Ray,Consumer
CUST01407,Catherine Jensen,Consumer
CUST01408,Laura Cole,Consumer
CUST01409,Teresa Rice,Unknown
CUST01410,Ashley Lam,Consumer
CUST01411,Renee Johnson,Corporate
CUST01412,Joseph Arnold,Consumer
CUST01413,Nancy Glover,Consumer
CUST01414,Cameron Beard,Unknown
CUST01415,Amanda Durham,Consumer
CUST01416,Emily Freeman,Corporate
CUST01417,Michelle Duncan,Consumer
CUST01418,Lee Woods,Consumer
CUST01419,Travis Johnson,Corporate
CUST01420,Matthew Walsh,Home Office
CUST01421,Victor Mcmahon,Consumer
CUST01422,Caitlin Brown,Home Office
CUST01423,Sydney Stafford,Consumer
CUST01424,Harold Miller,Consumer
CUST01425,Gary Floyd,Consumer
CUST01426,Troy Garcia,Consumer
CUST01427,Thomas Davis,Corporate
CUST01428,Richard Harmon,Consumer
CUST01429,Nicholas Johnson,Consumer
CUST01430,Katherine Brown,Corporate
CUST01431,Chelsea Hopkins,Consumer
CUST01432,Michael Wallace,Consumer
CUST01433,Jesse Martinez MD,Consumer
CUST01434,Scott Jones,Corporate
CUST01435,Joel Rivas,Consumer
CUST01436,Michael Marquez,Corporate
CUST01437,Ashley Fitzpatrick,Consumer
